Day,Time,Event,len(Queue)
1,12:54,Student 76 departs at booth 5,0
1,12:54,Student 47 departs at booth 9,0
1,12:55,Student 18 arrives at booth 15,1
1,12:55,Student 47 arrives at booth 11,1
1,12:55,Student 51 departs Art Fair,NA
1,12:55,Student 63 arrives Art Fair,NA
1,12:56,Student 7 arrives Art Fair,NA
1,12:56,Student 63 arrives at booth 2,1
1,12:56,Student 80 arrives at booth 8,1
1,12:56,Student 25 departs at booth 3,0
1,12:56,Student 47 departs at booth 11,0
1,12:56,Student 65 departs at booth 14,0
1,12:56,Student 39 departs at booth 17,2
1,12:56,Student 25 arrives at booth 4,1
1,12:56,Student 39 arrives at booth 18,1
1,12:57,Student 7 arrives at booth 1,1
1,12:57,Student 47 arrives at booth 13,1
1,12:57,Student 65 arrives at booth 15,1
1,12:57,Student 76 arrives at booth 11,1
1,12:57,Student 18 departs at booth 15,1
1,12:57,Student 18 arrives at booth 16,1
1,12:58,Student 100 arrives at booth 15,1
1,12:58,Student 76 departs at booth 11,0
1,12:59,Student 76 arrives at booth 14,1
1,12:59,Student 7 departs at booth 1,0
1,12:59,Student 47 departs at booth 13,0
1,12:59,Student 65 departs at booth 15,1
1,12:59,Student 18 departs at booth 16,0
1,12:59,Student 65 arrives at booth 16,1
1,13:00,Student 28 arrives Art Fair,NA
1,13:00,Student 63 departs at booth 2,0
1,13:00,Student 80 departs at booth 8,0
1,13:01,Student 63 arrives at booth 4,1
1,13:01,Student 80 arrives at booth 10,1
1,13:01,Student 100 departs at booth 15,0
1,13:01,Student 65 departs at booth 16,0
1,13:01,Student 100 arrives at booth 16,1
1,13:02,Student 7 arrives at booth 8,1
1,13:02,Student 18 departs Art Fair,NA
1,13:03,Student 47 departs Art Fair,NA
1,13:03,Student 80 departs at booth 10,0
1,13:03,Student 100 departs at booth 16,0
1,13:04,Student 28 arrives at booth 7,1
1,13:04,Student 65 departs Art Fair,NA
1,13:04,Student 71 arrives Art Fair,NA
1,13:04,Student 80 arrives at booth 11,1
1,13:04,Student 25 departs at booth 4,1
1,13:05,Student 25 arrives at booth 6,1
1,13:05,Student 100 arrives at booth 19,1
1,13:05,Student 80 departs at booth 11,0
1,13:06,Student 71 arrives at booth 3,1
1,13:06,Student 28 departs at booth 7,0
1,13:06,Student 7 departs at booth 8,0
1,13:06,Student 94 departs at booth 17,1
1,13:06,Student 39 departs at booth 18,0
1,13:06,Student 28 arrives at booth 8,1
1,13:06,Student 94 arrives at booth 18,1
1,13:07,Student 39 arrives at booth 20,1
1,13:07,Student 25 departs at booth 6,0
1,13:07,Student 76 departs at booth 14,0
1,13:08,Student 48 arrives Art Fair,NA
1,13:08,Student 76 arrives at booth 16,1
1,13:08,Student 87 arrives Art Fair,NA
1,13:09,Student 7 arrives at booth 13,1
1,13:09,Student 80 arrives at booth 20,1
1,13:10,Student 28 departs at booth 8,0
1,13:10,Student 76 departs at booth 16,0
1,13:10,Student 100 departs at booth 19,0
1,13:11,Student 9 arrives Art Fair,NA
1,13:11,Student 25 arrives at booth 13,1
1,13:11,Student 28 arrives at booth 9,1
1,13:11,Student 76 arrives at booth 18,1
1,13:11,Student 87 arrives at booth 5,1
1,13:11,Student 100 departs Art Fair,NA
1,13:11,Student 7 departs at booth 13,1
1,13:11,Student 39 departs at booth 20,1
1,13:12,Student 7 arrives at booth 15,1
1,13:12,Student 39 departs Art Fair,NA
1,13:12,Student 48 arrives at booth 7,1
1,13:12,Student 63 departs at booth 4,0
1,13:13,Student 25 departs at booth 13,0
1,13:14,Student 25 arrives at booth 15,1
1,13:14,Student 63 arrives at booth 7,1
1,13:14,Student 71 departs at booth 3,0
1,13:14,Student 48 departs at booth 7,1
1,13:14,Student 7 departs at booth 15,1
1,13:14,Student 7 arrives at booth 16,1
1,13:15,Student 80 departs at booth 20,0
1,13:16,Student 9 arrives at booth 10,1
1,13:16,Student 38 arrives Art Fair,NA
1,13:16,Student 48 arrives at booth 11,1
1,13:16,Student 71 arrives at booth 7,1
1,13:16,Student 80 departs Art Fair,NA
1,13:16,Student 63 departs at booth 7,1
1,13:16,Student 25 departs at booth 15,0
1,13:16,Student 7 departs at booth 16,0
1,13:16,Student 40 departs at booth 17,0
1,13:16,Student 94 departs at booth 18,1
1,13:17,Student 25 arrives at booth 17,1
1,13:17,Student 40 arrives at booth 19,1
1,13:17,Student 63 arrives at booth 9,1
1,13:17,Student 94 arrives at booth 19,2
1,13:17,Student 48 departs at booth 11,0
1,13:18,Student 38 arrives at booth 4,1
1,13:18,Student 48 arrives at booth 13,1
1,13:18,Student 71 departs at booth 7,0
1,13:18,Student 28 departs at booth 9,1
1,13:18,Student 9 departs at booth 10,0
1,13:18,Student 71 arrives at booth 8,1
1,13:19,Student 7 departs Art Fair,NA
1,13:19,Student 9 arrives at booth 12,1
1,13:19,Student 28 arrives at booth 11,1
1,13:20,Student 61 arrives Art Fair,NA
1,13:20,Student 28 departs at booth 11,0
1,13:20,Student 48 departs at booth 13,0
1,13:21,Student 57 arrives Art Fair,NA
1,13:21,Student 87 departs at booth 5,0
1,13:22,Student 87 arrives at booth 7,1
1,13:22,Student 71 departs at booth 8,0
1,13:22,Student 40 departs at booth 19,1
1,13:23,Student 40 departs Art Fair,NA
1,13:23,Student 48 arrives at booth 19,1
1,13:23,Student 53 arrives Art Fair,NA
1,13:23,Student 61 arrives at booth 6,1
1,13:23,Student 9 departs at booth 12,0
1,13:24,Student 53 arrives at booth 2,1
1,13:24,Student 57 arrives at booth 5,1
1,13:24,Student 71 arrives at booth 11,1
1,13:24,Student 87 departs at booth 7,0
1,13:25,Student 9 arrives at booth 15,1
1,13:25,Student 28 departs Art Fair,NA
1,13:25,Student 61 departs at booth 6,0
1,13:25,Student 63 departs at booth 9,0
1,13:25,Student 71 departs at booth 11,0
1,13:26,Student 67 arrives Art Fair,NA
1,13:26,Student 87 arrives at booth 11,1
1,13:26,Student 38 departs at booth 4,0
1,13:26,Student 76 departs at booth 18,0
1,13:27,Student 61 arrives at booth 10,1
1,13:27,Student 63 arrives at booth 13,1
1,13:27,Student 76 arrives at booth 19,2
1,13:27,Student 87 departs at booth 11,0
1,13:27,Student 9 departs at booth 15,0
1,13:27,Student 25 departs at booth 17,0
1,13:27,Student 94 departs at booth 19,2
1,13:28,Student 9 arrives at booth 17,1
1,13:28,Student 12 arrives Art Fair,NA
1,13:28,Student 71 arrives at booth 17,2
1,13:28,Student 94 departs Art Fair,NA
1,13:28,Student 53 departs at booth 2,0
1,13:29,Student 12 arrives at booth 2,1
1,13:29,Student 25 departs Art Fair,NA
1,13:29,Student 87 arrives at booth 15,1
1,13:29,Student 61 departs at booth 10,0
1,13:29,Student 63 departs at booth 13,0
1,13:30,Student 61 arrives at booth 11,1
1,13:30,Student 67 arrives at booth 7,1
1,13:31,Student 61 departs at booth 11,0
1,13:31,Student 87 departs at booth 15,0
1,13:31,Student 61 arrives at booth 12,1
1,13:31,Student 87 arrives at booth 16,1
1,13:32,Student 63 arrives at booth 19,2
1,13:32,Student 67 departs at booth 7,0
1,13:32,Student 48 departs at booth 19,2
1,13:33,Student 38 arrives at booth 17,2
1,13:33,Student 48 departs Art Fair,NA
1,13:33,Student 53 arrives at booth 11,1
1,13:33,Student 67 arrives at booth 9,1
1,13:33,Student 12 departs at booth 2,0
1,13:33,Student 87 departs at booth 16,0
1,13:34,Student 15 arrives Art Fair,NA
1,13:34,Student 57 departs at booth 5,0
1,13:34,Student 53 departs at booth 11,0
1,13:34,Student 57 arrives at booth 6,1
1,13:35,Student 12 arrives at booth 6,1
1,13:35,Student 15 arrives at booth 1,1
1,13:35,Student 53 arrives at booth 13,1
1,13:35,Student 61 departs at booth 12,0
1,13:36,Student 87 departs Art Fair,NA
1,13:36,Student 57 departs at booth 6,1
1,13:37,Student 57 arrives at booth 7,1
1,13:37,Student 15 departs at booth 1,0
1,13:37,Student 53 departs at booth 13,0
1,13:37,Student 76 departs at booth 19,1
1,13:37,Student 53 arrives at booth 14,1
1,13:38,Student 61 arrives at booth 18,1
1,13:38,Student 76 departs Art Fair,NA
1,13:38,Student 12 departs at booth 6,0
1,13:38,Student 9 departs at booth 17,2
1,13:38,Student 9 arrives at booth 18,1
1,13:39,Student 15 arrives at booth 6,1
1,13:39,Student 49 arrives Art Fair,NA
1,13:39,Student 57 departs at booth 7,0
1,13:40,Student 12 arrives at booth 9,1
1,13:40,Student 67 departs at booth 9,1
1,13:40,Student 67 arrives at booth 10,1
1,13:41,Student 35 arrives Art Fair,NA
1,13:41,Student 49 arrives at booth 3,1
1,13:41,Student 57 arrives at booth 11,1
1,13:41,Student 15 departs at booth 6,0
1,13:42,Student 15 arrives at booth 8,1
1,13:42,Student 67 departs at booth 10,0
1,13:42,Student 57 departs at booth 11,0
1,13:42,Student 63 departs at booth 19,0
1,13:43,Student 63 departs Art Fair,NA
1,13:44,Student 35 arrives at booth 5,1
1,13:45,Student 57 arrives at booth 18,2
1,13:45,Student 78 arrives Art Fair,NA
1,13:45,Student 53 departs at booth 14,0
1,13:46,Student 15 departs at booth 8,0
1,13:47,Student 53 arrives at booth 17,2
1,13:47,Student 67 departs Art Fair,NA
1,13:47,Student 12 departs at booth 9,0
1,13:48,Student 15 arrives at booth 11,1
1,13:48,Student 78 arrives at booth 5,1
1,13:48,Student 88 arrives Art Fair,NA
1,13:48,Student 71 departs at booth 17,2
1,13:48,Student 61 departs at booth 18,2
1,13:49,Student 64 arrives Art Fair,NA
1,13:49,Student 49 departs at booth 3,0
1,13:49,Student 15 departs at booth 11,0
1,13:50,Student 61 departs Art Fair,NA
1,13:50,Student 71 departs Art Fair,NA
1,13:50,Student 88 arrives at booth 4,1
1,13:51,Student 12 arrives at booth 17,2
1,13:51,Student 29 arrives Art Fair,NA
1,13:51,Student 49 arrives at booth 8,1
1,13:51,Student 64 arrives at booth 3,1
1,13:52,Student 15 arrives at booth 17,3
1,13:52,Student 29 arrives at booth 2,1
1,13:53,Student 82 arrives Art Fair,NA
1,13:54,Student 82 arrives at booth 1,1
1,13:54,Student 35 departs at booth 5,1
1,13:54,Student 35 arrives at booth 6,1
1,13:55,Student 90 arrives Art Fair,NA
1,13:55,Student 49 departs at booth 8,0
1,13:56,Student 30 arrives Art Fair,NA
1,13:56,Student 49 arrives at booth 9,1
1,13:56,Student 90 arrives at booth 1,1
1,13:56,Student 82 departs at booth 1,1
1,13:56,Student 29 departs at booth 2,0
1,13:56,Student 35 departs at booth 6,0
1,13:57,Student 75 arrives Art Fair,NA
1,13:58,Student 30 arrives at booth 4,1
1,13:58,Student 82 arrives at booth 6,1
1,13:58,Student 90 departs at booth 1,0
1,13:58,Student 88 departs at booth 4,1
1,13:58,Student 38 departs at booth 17,3
1,13:58,Student 9 departs at booth 18,1
1,13:59,Student 29 arrives at booth 7,1
1,13:59,Student 38 arrives at booth 19,1
1,13:59,Student 90 arrives at booth 3,1
1,13:59,Student 64 departs at booth 3,1
1,14:00,Student 9 departs Art Fair,NA
1,14:00,Student 75 arrives at booth 5,1
1,14:00,Student 82 departs at booth 6,0
1,14:01,Student 69 arrives Art Fair,NA
1,14:01,Student 29 departs at booth 7,0
1,14:02,Student 69 arrives at booth 1,1
1,14:02,Student 88 arrives at booth 12,1
1,14:03,Student 10 arrives Art Fair,NA
1,14:03,Student 29 arrives at booth 12,1
1,14:03,Student 31 arrives Art Fair,NA
1,14:03,Student 35 arrives at booth 19,1
1,14:03,Student 49 departs at booth 9,0
1,14:04,Student 31 arrives at booth 2,1
1,14:04,Student 49 arrives at booth 12,2
1,14:04,Student 69 departs at booth 1,0
1,14:04,Student 78 departs at booth 5,1
1,14:04,Student 38 departs at booth 19,1
1,14:05,Student 10 arrives at booth 4,1
1,14:05,Student 38 departs Art Fair,NA
1,14:06,Student 8 arrives Art Fair,NA
1,14:06,Student 64 arrives at booth 17,3
1,14:06,Student 69 arrives at booth 6,1
1,14:06,Student 78 arrives at booth 10,1
1,14:06,Student 82 arrives at booth 18,1
1,14:06,Student 30 departs at booth 4,1
1,14:06,Student 88 departs at booth 12,2
1,14:07,Student 90 departs at booth 3,0
1,14:08,Student 8 arrives at booth 3,1
1,14:08,Student 90 arrives at booth 5,1
1,14:08,Student 31 departs at booth 2,0
1,14:08,Student 69 departs at booth 6,0
1,14:08,Student 78 departs at booth 10,0
1,14:08,Student 53 departs at booth 17,3
1,14:08,Student 57 departs at booth 18,1
1,14:09,Student 30 arrives at booth 9,1
1,14:09,Student 31 arrives at booth 3,1
1,14:09,Student 62 arrives Art Fair,NA
1,14:09,Student 88 arrives at booth 17,3
1,14:09,Student 35 departs at booth 19,0
1,14:09,Student 35 arrives at booth 20,1
1,14:10,Student 53 departs Art Fair,NA
1,14:10,Student 57 departs Art Fair,NA
1,14:10,Student 29 departs at booth 12,1
1,14:11,Student 69 arrives at booth 11,1
1,14:11,Student 78 arrives at booth 16,1
1,14:12,Student 29 arrives at booth 16,1
1,14:12,Student 52 arrives Art Fair,NA
1,14:12,Student 62 arrives at booth 5,2
1,14:12,Student 69 departs at booth 11,0
1,14:13,Student 52 arrives at booth 1,1
1,14:13,Student 69 arrives at booth 13,1
1,14:13,Student 78 departs at booth 16,1
1,14:13,Student 35 departs at booth 20,0
1,14:14,Student 35 departs Art Fair,NA
1,14:14,Student 78 arrives at booth 18,1
1,14:14,Student 10 departs at booth 4,0
1,14:14,Student 75 departs at booth 5,2
1,14:14,Student 49 departs at booth 12,0
1,14:15,Student 52 departs at booth 1,0
1,14:15,Student 69 departs at booth 13,0
1,14:15,Student 29 departs at booth 16,0
1,14:15,Student 52 arrives at booth 2,1
1,14:16,Student 49 arrives at booth 16,1
1,14:16,Student 69 arrives at booth 16,2
1,14:16,Student 8 departs at booth 3,1
1,14:16,Student 30 departs at booth 9,0
1,14:16,Student 8 arrives at booth 4,1
1,14:17,Student 75 arrives at booth 12,1
1,14:18,Student 10 arrives at booth 12,1
1,14:18,Student 29 departs Art Fair,NA
1,14:18,Student 30 arrives at booth 13,1
1,14:18,Student 49 departs at booth 16,1
