Day,Time,Event,len(Queue)
1,11:26,Student 115 arrives at booth 9,1
1,11:26,Student 144 arrives at booth 15,1
1,11:26,Student 192 arrives at booth 11,1
1,11:26,Student 228 arrives at booth 12,1
1,11:26,Student 240 arrives at booth 9,2
1,11:27,Student 93 arrives Art Fair,NA
1,11:27,Student 136 departs at booth 1,0
1,11:27,Student 62 departs at booth 3,0
1,11:27,Student 37 departs at booth 18,0
1,11:28,Student 136 arrives at booth 3,1
1,11:28,Student 214 arrives at booth 14,1
1,11:28,Student 273 arrives at booth 5,1
1,11:28,Student 288 arrives at booth 15,1
1,11:28,Student 83 departs at booth 5,1
1,11:28,Student 27 departs at booth 7,0
1,11:28,Student 115 departs at booth 9,0
1,11:28,Student 240 departs at booth 9,0
1,11:28,Student 144 departs at booth 15,1
1,11:28,Student 11 departs at booth 16,3
1,11:29,Student 27 arrives at booth 9,1
1,11:29,Student 115 arrives at booth 12,1
1,11:29,Student 211 arrives at booth 12,2
1,11:29,Student 240 arrives at booth 11,2
1,11:29,Student 36 departs at booth 4,0
1,11:29,Student 106 departs at booth 8,0
1,11:29,Student 5 departs at booth 11,2
1,11:30,Student 11 arrives at booth 12,3
1,11:30,Student 20 arrives at booth 13,1
1,11:30,Student 83 arrives at booth 1,1
1,11:30,Student 222 arrives Art Fair,NA
1,11:30,Student 228 departs at booth 12,3
1,11:30,Student 288 departs at booth 15,0
1,11:30,Student 282 departs at booth 17,0
1,11:31,Student 93 arrives at booth 8,1
1,11:31,Student 144 departs Art Fair,NA
1,11:31,Student 288 arrives at booth 18,1
1,11:31,Student 273 departs at booth 5,0
1,11:31,Student 27 departs at booth 9,0
1,11:31,Student 20 departs at booth 13,0
1,11:32,Student 5 arrives at booth 17,1
1,11:32,Student 27 arrives at booth 11,1
1,11:32,Student 36 arrives at booth 9,1
1,11:32,Student 37 arrives at booth 7,1
1,11:32,Student 106 arrives at booth 14,1
1,11:32,Student 150 arrives at booth 20,1
1,11:32,Student 228 arrives at booth 15,1
1,11:32,Student 238 arrives at booth 16,1
1,11:32,Student 136 departs at booth 3,0
1,11:32,Student 214 departs at booth 14,1
1,11:33,Student 136 arrives at booth 5,1
1,11:33,Student 139 arrives at booth 18,1
1,11:33,Student 273 arrives at booth 9,1
1,11:33,Student 286 arrives Art Fair,NA
1,11:33,Student 83 departs at booth 1,0
1,11:33,Student 150 departs at booth 20,0
1,11:34,Student 20 arrives at booth 19,1
1,11:34,Student 62 arrives at booth 17,1
1,11:34,Student 150 departs Art Fair,NA
1,11:34,Student 214 arrives at booth 18,2
1,11:34,Student 37 departs at booth 7,0
1,11:34,Student 36 departs at booth 9,1
1,11:34,Student 192 departs at booth 11,1
1,11:34,Student 240 departs at booth 11,1
1,11:34,Student 115 departs at booth 12,0
1,11:34,Student 211 departs at booth 12,0
1,11:34,Student 11 departs at booth 12,0
1,11:34,Student 228 departs at booth 15,0
1,11:35,Student 37 arrives at booth 10,1
1,11:35,Student 192 arrives at booth 10,2
1,11:35,Student 211 arrives at booth 14,1
1,11:35,Student 288 departs at booth 18,2
1,11:36,Student 136 departs at booth 5,0
1,11:36,Student 93 departs at booth 8,0
1,11:36,Student 273 departs at booth 9,0
1,11:36,Student 106 departs at booth 14,1
1,11:36,Student 245 departs at booth 16,1
1,11:36,Student 225 departs at booth 16,1
1,11:36,Student 130 departs at booth 16,1
1,11:37,Student 106 arrives at booth 15,1
1,11:37,Student 115 arrives at booth 5,1
1,11:37,Student 225 arrives at booth 17,2
1,11:37,Student 282 arrives at booth 4,1
1,11:37,Student 37 departs at booth 10,0
1,11:37,Student 192 departs at booth 10,0
1,11:38,Student 11 arrives at booth 19,1
1,11:38,Student 37 arrives at booth 8,1
1,11:38,Student 130 arrives at booth 11,1
1,11:38,Student 151 arrives Art Fair,NA
1,11:38,Student 245 arrives at booth 11,2
1,11:39,Student 36 departs Art Fair,NA
1,11:39,Student 128 arrives Art Fair,NA
1,11:39,Student 185 arrives Art Fair,NA
1,11:39,Student 240 arrives at booth 1,1
1,11:39,Student 273 arrives at booth 3,1
1,11:39,Student 27 departs at booth 11,2
1,11:39,Student 106 departs at booth 15,0
1,11:39,Student 139 departs at booth 18,0
1,11:39,Student 214 departs at booth 18,0
1,11:40,Student 136 arrives at booth 13,1
1,11:40,Student 185 arrives at booth 1,1
1,11:40,Student 222 arrives at booth 20,1
1,11:40,Student 228 arrives at booth 4,1
1,11:40,Student 286 arrives at booth 14,1
1,11:40,Student 282 departs at booth 4,1
1,11:40,Student 115 departs at booth 5,0
1,11:40,Student 211 departs at booth 14,1
1,11:41,Student 83 arrives at booth 18,1
1,11:41,Student 93 arrives at booth 17,3
1,11:41,Student 106 arrives at booth 12,1
1,11:41,Student 139 arrives at booth 13,1
1,11:41,Student 192 arrives at booth 17,4
1,11:41,Student 214 departs Art Fair,NA
1,11:41,Student 136 departs at booth 13,1
1,11:41,Student 222 departs at booth 20,0
1,11:42,Student 71 arrives Art Fair,NA
1,11:42,Student 151 arrives at booth 8,1
1,11:42,Student 211 arrives at booth 18,1
1,11:42,Student 247 arrives Art Fair,NA
1,11:42,Student 282 departs Art Fair,NA
1,11:42,Student 240 departs at booth 1,1
1,11:42,Student 139 departs at booth 13,0
1,11:42,Student 5 departs at booth 17,4
1,11:43,Student 27 arrives at booth 20,1
1,11:43,Student 115 departs Art Fair,NA
1,11:43,Student 288 arrives at booth 2,1
1,11:43,Student 273 departs at booth 3,0
1,11:43,Student 228 departs at booth 4,0
1,11:43,Student 37 departs at booth 8,1
1,11:44,Student 5 arrives at booth 14,1
1,11:44,Student 139 arrives at booth 10,1
1,11:44,Student 222 arrives at booth 13,1
1,11:44,Student 228 arrives at booth 5,1
1,11:44,Student 240 arrives at booth 6,1
1,11:44,Student 288 departs at booth 2,0
1,11:44,Student 130 departs at booth 11,0
1,11:44,Student 245 departs at booth 11,0
1,11:44,Student 286 departs at booth 14,1
1,11:44,Student 238 departs at booth 16,0
1,11:44,Student 20 departs at booth 19,1
1,11:44,Student 27 departs at booth 20,0
1,11:45,Student 27 departs Art Fair,NA
1,11:45,Student 37 arrives at booth 12,1
1,11:45,Student 128 arrives at booth 11,1
1,11:45,Student 136 departs Art Fair,NA
1,11:45,Student 238 arrives at booth 18,2
1,11:45,Student 185 departs at booth 1,0
1,11:45,Student 106 departs at booth 12,1
1,11:45,Student 222 departs at booth 13,0
1,11:45,Student 83 departs at booth 18,2
1,11:46,Student 286 arrives at booth 18,1
1,11:46,Student 139 departs at booth 10,0
1,11:47,Student 139 arrives at booth 8,1
1,11:47,Student 245 arrives at booth 17,1
1,11:47,Student 228 departs at booth 5,0
1,11:47,Student 240 departs at booth 6,0
1,11:48,Student 20 arrives at booth 11,1
1,11:48,Student 59 arrives Art Fair,NA
1,11:48,Student 60 arrives Art Fair,NA
1,11:48,Student 71 arrives at booth 12,1
1,11:48,Student 130 arrives at booth 4,1
1,11:48,Student 183 arrives Art Fair,NA
1,11:48,Student 247 arrives at booth 12,2
1,11:48,Student 273 arrives at booth 13,1
1,11:48,Student 288 arrives at booth 9,1
1,11:48,Student 151 departs at booth 8,1
1,11:48,Student 5 departs at booth 14,0
1,11:49,Student 37 departs at booth 12,2
1,11:49,Student 273 departs at booth 13,0
1,11:49,Student 211 departs at booth 18,1
1,11:49,Student 238 departs at booth 18,1
1,11:50,Student 106 departs Art Fair,NA
1,11:50,Student 222 arrives at booth 3,1
1,11:50,Student 228 departs Art Fair,NA
1,11:50,Student 240 departs Art Fair,NA
1,11:50,Student 273 arrives at booth 16,1
1,11:50,Student 288 departs at booth 9,0
1,11:50,Student 128 departs at booth 11,1
1,11:51,Student 5 arrives at booth 7,1
1,11:51,Student 59 arrives at booth 6,1
1,11:51,Student 130 departs at booth 4,0
1,11:52,Student 130 arrives at booth 5,1
1,11:52,Student 211 arrives at booth 11,1
1,11:52,Student 238 arrives at booth 12,1
1,11:52,Student 62 departs at booth 17,1
1,11:52,Student 225 departs at booth 17,1
1,11:52,Student 93 departs at booth 17,1
1,11:52,Student 192 departs at booth 17,1
1,11:52,Student 93 arrives at booth 18,1
1,11:53,Student 60 arrives at booth 10,1
1,11:53,Student 83 arrives at booth 2,1
1,11:53,Student 128 arrives at booth 6,1
1,11:53,Student 183 arrives at booth 10,2
1,11:53,Student 203 arrives Art Fair,NA
1,11:53,Student 5 departs at booth 7,0
1,11:53,Student 139 departs at booth 8,0
1,11:53,Student 71 departs at booth 12,1
1,11:53,Student 247 departs at booth 12,1
1,11:53,Student 286 departs at booth 18,1
1,11:54,Student 37 departs Art Fair,NA
1,11:54,Student 139 arrives at booth 5,1
1,11:54,Student 151 arrives at booth 20,1
1,11:54,Student 185 arrives at booth 19,1
1,11:54,Student 192 departs Art Fair,NA
1,11:54,Student 83 departs at booth 2,0
1,11:54,Student 222 departs at booth 3,0
1,11:54,Student 59 departs at booth 6,1
1,11:54,Student 11 departs at booth 19,1
1,11:55,Student 11 departs Art Fair,NA
1,11:55,Student 62 arrives at booth 12,1
1,11:55,Student 71 arrives at booth 15,1
1,11:55,Student 83 departs Art Fair,NA
1,11:55,Student 121 arrives Art Fair,NA
1,11:55,Student 225 arrives at booth 12,2
1,11:55,Student 247 arrives at booth 15,2
1,11:55,Student 254 arrives Art Fair,NA
1,11:55,Student 288 departs Art Fair,NA
1,11:55,Student 130 departs at booth 5,1
1,11:55,Student 60 departs at booth 10,0
1,11:55,Student 183 departs at booth 10,0
1,11:55,Student 20 departs at booth 11,1
1,11:55,Student 151 departs at booth 20,0
1,11:56,Student 20 arrives at booth 14,1
1,11:56,Student 59 arrives at booth 10,1
1,11:56,Student 151 arrives at booth 17,1
1,11:56,Student 160 arrives Art Fair,NA
1,11:56,Student 254 arrives at booth 2,1
1,11:57,Student 5 departs Art Fair,NA
1,11:57,Student 130 arrives at booth 9,1
1,11:57,Student 191 arrives Art Fair,NA
1,11:57,Student 286 arrives at booth 10,1
1,11:57,Student 254 departs at booth 2,0
1,11:57,Student 128 departs at booth 6,0
1,11:57,Student 238 departs at booth 12,2
1,11:57,Student 71 departs at booth 15,0
1,11:57,Student 247 departs at booth 15,0
1,11:57,Student 93 departs at booth 18,0
1,11:58,Student 203 arrives at booth 9,1
1,11:58,Student 254 arrives at booth 3,1
1,11:58,Student 139 departs at booth 5,0
1,11:58,Student 59 departs at booth 10,1
1,11:58,Student 273 departs at booth 16,0
1,11:59,Student 222 arrives at booth 14,1
1,11:59,Student 130 departs at booth 9,1
1,12:00,Student 59 arrives at booth 5,1
1,12:00,Student 60 arrives at booth 19,1
1,12:00,Student 139 arrives at booth 2,1
1,12:00,Student 183 arrives at booth 19,2
1,12:00,Student 286 departs at booth 10,0
1,12:00,Student 211 departs at booth 11,0
1,12:00,Student 20 departs at booth 14,1
1,12:01,Student 247 arrives at booth 8,1
1,12:01,Student 273 departs Art Fair,NA
1,12:01,Student 139 departs at booth 2,0
1,12:01,Student 203 departs at booth 9,0
1,12:01,Student 62 departs at booth 12,0
1,12:01,Student 225 departs at booth 12,0
1,12:01,Student 203 arrives at booth 10,1
1,12:02,Student 93 arrives at booth 7,1
1,12:02,Student 139 departs Art Fair,NA
1,12:02,Student 191 arrives at booth 9,1
1,12:02,Student 238 departs Art Fair,NA
1,12:02,Student 286 arrives at booth 13,1
1,12:02,Student 254 departs at booth 3,0
1,12:02,Student 245 departs at booth 17,1
1,12:02,Student 254 arrives at booth 4,1
1,12:03,Student 71 arrives at booth 3,1
1,12:03,Student 121 arrives at booth 15,1
1,12:03,Student 59 departs at booth 5,0
1,12:03,Student 203 departs at booth 10,0
1,12:03,Student 286 departs at booth 13,0
1,12:04,Student 128 arrives at booth 20,1
1,12:04,Student 130 departs Art Fair,NA
1,12:04,Student 160 arrives at booth 15,1
1,12:04,Student 93 departs at booth 7,0
1,12:04,Student 191 departs at booth 9,0
1,12:04,Student 222 departs at booth 14,0
1,12:04,Student 185 departs at booth 19,2
1,12:05,Student 35 arrives Art Fair,NA
1,12:05,Student 62 arrives at booth 19,1
1,12:05,Student 211 departs Art Fair,NA
1,12:05,Student 235 arrives Art Fair,NA
1,12:05,Student 254 departs at booth 4,0
1,12:05,Student 121 departs at booth 15,1
1,12:05,Student 128 departs at booth 20,0
1,12:05,Student 128 arrives at booth 19,2
1,12:06,Student 20 arrives at booth 2,1
1,12:06,Student 59 departs Art Fair,NA
1,12:06,Student 93 arrives at booth 11,1
1,12:06,Student 225 arrives at booth 1,1
1,12:06,Student 247 departs at booth 8,0
1,12:07,Student 191 arrives at booth 16,1
1,12:07,Student 203 arrives at booth 1,1
1,12:07,Student 254 departs Art Fair,NA
1,12:07,Student 20 departs at booth 2,0
1,12:07,Student 71 departs at booth 3,0
1,12:07,Student 160 departs at booth 15,0
1,12:08,Student 71 arrives at booth 1,2
1,12:08,Student 121 arrives at booth 10,1
1,12:08,Student 222 departs Art Fair,NA
1,12:08,Student 235 arrives at booth 5,1
1,12:08,Student 245 arrives at booth 6,1
1,12:08,Student 285 arrives Art Fair,NA
1,12:09,Student 50 arrives Art Fair,NA
1,12:09,Student 285 arrives at booth 1,3
1,12:09,Student 286 arrives at booth 2,1
1,12:09,Student 225 departs at booth 1,3
1,12:10,Student 286 departs at booth 2,0
1,12:10,Student 121 departs at booth 10,0
1,12:11,Student 20 arrives at booth 10,1
1,12:11,Student 147 arrives Art Fair,NA
1,12:11,Student 225 arrives at booth 5,1
1,12:11,Student 247 arrives at booth 18,1
1,12:11,Student 286 departs Art Fair,NA
1,12:11,Student 235 departs at booth 5,1
1,12:11,Student 245 departs at booth 6,0
1,12:11,Student 93 departs at booth 11,0
1,12:12,Student 34 arrives Art Fair,NA
1,12:12,Student 185 arrives at booth 4,1
1,12:12,Student 193 arrives Art Fair,NA
1,12:12,Student 235 arrives at booth 7,1
1,12:12,Student 203 departs at booth 1,0
1,12:12,Student 71 departs at booth 1,0
1,12:12,Student 285 departs at booth 1,0
1,12:12,Student 151 departs at booth 17,0
1,12:13,Student 35 arrives at booth 15,1
1,12:13,Student 71 departs Art Fair,NA
1,12:13,Student 160 arrives at booth 4,1
1,12:13,Student 20 departs at booth 10,0
1,12:14,Student 34 arrives at booth 4,2
1,12:14,Student 121 arrives at booth 17,1
1,12:14,Student 151 departs Art Fair,NA
1,12:14,Student 194 arrives Art Fair,NA
1,12:14,Student 224 arrives Art Fair,NA
1,12:14,Student 245 departs Art Fair,NA
1,12:14,Student 225 departs at booth 5,0
1,12:14,Student 235 departs at booth 7,0
1,12:14,Student 60 departs at booth 19,2
1,12:14,Student 183 departs at booth 19,2
1,12:15,Student 50 arrives at booth 11,1
1,12:15,Student 58 arrives Art Fair,NA
1,12:15,Student 185 departs at booth 4,2
1,12:15,Student 35 departs at booth 15,0
1,12:15,Student 191 departs at booth 16,0
1,12:15,Student 247 departs at booth 18,0
1,12:16,Student 35 arrives at booth 13,1
1,12:16,Student 58 arrives at booth 1,1
1,12:16,Student 93 departs Art Fair,NA
1,12:16,Student 185 arrives at booth 2,1
1,12:17,Student 79 arrives Art Fair,NA
1,12:17,Student 147 arrives at booth 12,1
1,12:17,Student 225 departs Art Fair,NA
1,12:17,Student 235 arrives at booth 1,1
1,12:17,Student 185 departs at booth 2,0
1,12:17,Student 35 departs at booth 13,0
1,12:18,Student 20 departs Art Fair,NA
1,12:18,Student 35 arrives at booth 11,1
1,12:18,Student 73 arrives Art Fair,NA
1,12:18,Student 183 arrives at booth 11,2
1,12:18,Student 185 departs Art Fair,NA
1,12:18,Student 160 departs at booth 4,0
1,12:18,Student 34 departs at booth 4,0
1,12:19,Student 34 arrives at booth 2,1
1,12:19,Student 60 arrives at booth 9,1
1,12:19,Student 160 arrives at booth 2,2
1,12:19,Student 193 arrives at booth 14,1
1,12:19,Student 247 arrives at booth 10,1
1,12:19,Student 58 departs at booth 1,1
1,12:20,Student 173 arrives Art Fair,NA
1,12:20,Student 224 arrives at booth 11,3
1,12:20,Student 285 arrives at booth 17,1
1,12:20,Student 34 departs at booth 2,0
1,12:20,Student 160 departs at booth 2,0
1,12:20,Student 50 departs at booth 11,3
1,12:21,Student 73 arrives at booth 6,1
1,12:21,Student 203 arrives at booth 20,1
1,12:21,Student 60 departs at booth 9,0
1,12:21,Student 247 departs at booth 10,0
1,12:21,Student 147 departs at booth 12,0
1,12:22,Student 58 arrives at booth 7,1
1,12:22,Student 79 arrives at booth 9,1
1,12:22,Student 147 arrives at booth 14,1
1,12:22,Student 189 arrives Art Fair,NA
1,12:22,Student 191 arrives at booth 2,1
1,12:22,Student 235 departs at booth 1,0
1,12:22,Student 203 departs at booth 20,0
1,12:23,Student 50 arrives at booth 18,1
1,12:23,Student 88 arrives Art Fair,NA
1,12:23,Student 191 departs at booth 2,0
1,12:23,Student 193 departs at booth 14,1
1,12:24,Student 6 arrives Art Fair,NA
1,12:24,Student 60 arrives at booth 15,1
1,12:24,Student 194 arrives at booth 19,1
1,12:24,Student 235 arrives at booth 6,1
1,12:24,Student 276 arrives Art Fair,NA
1,12:24,Student 73 departs at booth 6,1
1,12:24,Student 58 departs at booth 7,0
1,12:24,Student 79 departs at booth 9,0
1,12:24,Student 121 departs at booth 17,1
1,12:24,Student 62 departs at booth 19,1
1,12:24,Student 128 departs at booth 19,1
1,12:25,Student 34 arrives at booth 11,1
1,12:25,Student 121 arrives at booth 16,1
1,12:25,Student 128 departs Art Fair,NA
1,12:25,Student 35 departs at booth 11,1
1,12:25,Student 183 departs at booth 11,1
1,12:25,Student 224 departs at booth 11,1
1,12:25,Student 224 arrives at booth 12,1
1,12:26,Student 73 arrives at booth 10,1
1,12:26,Student 247 departs Art Fair,NA
1,12:26,Student 60 departs at booth 15,0
1,12:27,Student 79 arrives at booth 4,1
1,12:27,Student 193 arrives at booth 6,1
1,12:27,Student 215 arrives Art Fair,NA
1,12:27,Student 235 departs at booth 6,1
1,12:27,Student 147 departs at booth 14,0
1,12:27,Student 50 departs at booth 18,0
1,12:27,Student 147 arrives at booth 13,1
1,12:28,Student 50 arrives at booth 20,1
1,12:28,Student 215 arrives at booth 1,1
1,12:28,Student 73 departs at booth 10,0
1,12:28,Student 147 departs at booth 13,0
1,12:29,Student 10 arrives Art Fair,NA
1,12:29,Student 58 arrives at booth 17,1
1,12:29,Student 60 departs Art Fair,NA
1,12:29,Student 62 arrives at booth 10,1
1,12:29,Student 160 arrives at booth 19,1
1,12:29,Student 168 arrives Art Fair,NA
1,12:29,Student 189 arrives at booth 13,1
1,12:29,Student 224 departs at booth 12,0
1,12:29,Student 50 departs at booth 20,0
1,12:30,Student 35 departs Art Fair,NA
1,12:30,Student 173 arrives at booth 19,2
1,12:30,Student 183 departs Art Fair,NA
1,12:30,Student 224 arrives at booth 14,1
1,12:30,Student 235 departs Art Fair,NA
1,12:30,Student 276 arrives at booth 12,1
1,12:30,Student 79 departs at booth 4,0
1,12:30,Student 193 departs at booth 6,0
1,12:30,Student 34 departs at booth 11,0
1,12:30,Student 189 departs at booth 13,0
1,12:31,Student 6 arrives at booth 13,1
1,12:31,Student 147 arrives at booth 20,1
1,12:31,Student 191 arrives at booth 17,2
1,12:31,Student 203 arrives at booth 2,1
1,12:31,Student 215 departs at booth 1,0
1,12:31,Student 62 departs at booth 10,0
1,12:32,Student 34 arrives at booth 7,1
1,12:32,Student 73 arrives at booth 18,1
1,12:32,Student 88 arrives at booth 18,2
1,12:32,Student 156 arrives Art Fair,NA
1,12:32,Student 189 arrives at booth 18,3
1,12:32,Student 203 departs at booth 2,0
1,12:32,Student 6 departs at booth 13,0
1,12:32,Student 147 departs at booth 20,0
1,12:33,Student 62 arrives at booth 14,1
1,12:33,Student 147 departs Art Fair,NA
1,12:33,Student 168 arrives at booth 8,1
1,12:33,Student 203 departs Art Fair,NA
1,12:33,Student 121 departs at booth 16,0
1,12:34,Student 10 arrives at booth 9,1
1,12:34,Student 50 arrives at booth 9,2
1,12:34,Student 121 arrives at booth 13,1
1,12:34,Student 127 arrives Art Fair,NA
1,12:34,Student 34 departs at booth 7,0
1,12:34,Student 276 departs at booth 12,0
1,12:34,Student 224 departs at booth 14,1
1,12:34,Student 285 departs at booth 17,2
1,12:34,Student 194 departs at booth 19,2
1,12:35,Student 6 arrives at booth 19,1
1,12:35,Student 276 arrives at booth 13,1
1,12:35,Student 121 departs at booth 13,1
1,12:36,Student 193 arrives at booth 18,1
1,12:36,Student 285 arrives at booth 14,1
1,12:36,Student 10 departs at booth 9,0
1,12:36,Student 50 departs at booth 9,0
1,12:36,Student 276 departs at booth 13,0
1,12:36,Student 73 departs at booth 18,1
1,12:36,Student 88 departs at booth 18,1
1,12:36,Student 189 departs at booth 18,1
1,12:36,Student 276 arrives at booth 14,2
1,12:37,Student 50 arrives at booth 8,1
1,12:38,Student 34 departs Art Fair,NA
1,12:38,Student 79 arrives at booth 20,1
1,12:38,Student 187 arrives Art Fair,NA
1,12:38,Student 224 departs Art Fair,NA
1,12:38,Student 168 departs at booth 8,1
1,12:38,Student 62 departs at booth 14,2
1,12:39,Student 121 departs Art Fair,NA
1,12:39,Student 127 arrives at booth 10,1
1,12:39,Student 156 arrives at booth 13,1
1,12:39,Student 215 arrives at booth 18,1
1,12:39,Student 79 departs at booth 20,0
1,12:40,Student 10 arrives at booth 18,2
1,12:40,Student 73 arrives at booth 9,1
1,12:40,Student 88 arrives at booth 9,2
1,12:40,Student 189 arrives at booth 10,1
1,12:40,Student 156 departs at booth 13,0
1,12:40,Student 193 departs at booth 18,2
1,12:41,Student 168 arrives at booth 13,1
1,12:41,Student 194 arrives at booth 5,1
1,12:41,Student 127 departs at booth 10,1
1,12:41,Student 127 arrives at booth 9,1
1,12:42,Student 62 departs Art Fair,NA
1,12:42,Student 156 arrives at booth 17,1
1,12:42,Student 73 departs at booth 9,1
1,12:42,Student 88 departs at booth 9,1
1,12:42,Student 168 departs at booth 13,0
1,12:42,Student 285 departs at booth 14,0
1,12:42,Student 276 departs at booth 14,0
1,12:43,Student 73 arrives at booth 12,1
1,12:43,Student 50 departs at booth 8,0
1,12:43,Student 189 departs at booth 10,0
1,12:44,Student 98 arrives Art Fair,NA
1,12:44,Student 257 arrives Art Fair,NA
1,12:44,Student 276 arrives at booth 18,1
1,12:44,Student 296 arrives Art Fair,NA
1,12:44,Student 194 departs at booth 5,0
1,12:44,Student 127 departs at booth 9,0
1,12:44,Student 58 departs at booth 17,1
1,12:44,Student 191 departs at booth 17,1
1,12:44,Student 215 departs at booth 18,1
1,12:44,Student 10 departs at booth 18,1
1,12:44,Student 160 departs at booth 19,1
1,12:44,Student 173 departs at booth 19,1
1,12:45,Student 10 arrives at booth 20,1
1,12:45,Student 38 arrives Art Fair,NA
1,12:45,Student 58 arrives at booth 15,1
1,12:45,Student 88 arrives at booth 3,1
1,12:45,Student 285 arrives at booth 8,1
1,12:45,Student 296 arrives at booth 2,1
1,12:46,Student 50 arrives at booth 2,1
1,12:46,Student 52 arrives Art Fair,NA
1,12:46,Student 79 arrives at booth 6,1
1,12:46,Student 168 arrives at booth 5,1
1,12:46,Student 257 arrives at booth 3,1
1,12:46,Student 296 departs at booth 2,1
1,12:46,Student 10 departs at booth 20,0
1,12:47,Student 38 arrives at booth 3,2
1,12:47,Student 127 arrives at booth 16,1
1,12:47,Student 160 arrives at booth 13,1
1,12:47,Student 173 arrives at booth 13,2
1,12:47,Student 187 arrives at booth 18,1
1,12:47,Student 50 departs at booth 2,0
1,12:47,Student 73 departs at booth 12,0
1,12:47,Student 58 departs at booth 15,0
1,12:48,Student 50 departs Art Fair,NA
1,12:48,Student 52 arrives at booth 4,1
1,12:48,Student 85 arrives Art Fair,NA
1,12:48,Student 95 arrives Art Fair,NA
1,12:48,Student 189 departs Art Fair,NA
1,12:48,Student 191 arrives at booth 10,1
1,12:48,Student 193 arrives at booth 2,1
1,12:48,Student 230 arrives Art Fair,NA
1,12:48,Student 160 departs at booth 13,0
