Day,Time,Event,len(Queue)
1,12:07,Student 99 arrives Art Fair,NA
1,12:08,Student 32 arrives at booth 5,1
1,12:08,Student 46 arrives at booth 7,1
1,12:08,Student 86 arrives at booth 1,1
1,12:08,Student 81 departs at booth 4,0
1,12:08,Student 53 departs at booth 7,1
1,12:10,Student 32 departs at booth 5,0
1,12:10,Student 46 departs at booth 7,0
1,12:10,Student 32 arrives at booth 6,1
1,12:11,Student 2 arrives Art Fair,NA
1,12:11,Student 46 arrives at booth 10,1
1,12:11,Student 53 arrives at booth 14,1
1,12:11,Student 99 arrives at booth 7,1
1,12:13,Student 81 arrives at booth 14,1
1,12:13,Student 99 departs at booth 7,0
1,12:13,Student 46 departs at booth 10,0
1,12:13,Student 29 departs at booth 15,2
1,12:13,Student 99 arrives at booth 8,1
1,12:14,Student 64 arrives Art Fair,NA
1,12:14,Student 32 departs at booth 6,0
1,12:15,Student 16 arrives Art Fair,NA
1,12:15,Student 64 arrives at booth 1,1
1,12:15,Student 99 departs at booth 8,0
1,12:16,Student 2 arrives at booth 10,1
1,12:16,Student 29 departs Art Fair,NA
1,12:16,Student 32 arrives at booth 10,2
1,12:17,Student 99 arrives at booth 11,1
1,12:18,Student 16 arrives at booth 6,1
1,12:18,Student 46 departs Art Fair,NA
1,12:18,Student 86 departs at booth 1,1
1,12:18,Student 2 departs at booth 10,1
1,12:20,Student 2 arrives at booth 13,1
1,12:20,Student 86 arrives at booth 5,1
1,12:20,Student 32 departs at booth 10,0
1,12:21,Student 53 departs at booth 14,1
1,12:22,Student 53 arrives at booth 16,1
1,12:22,Student 86 departs at booth 5,0
1,12:22,Student 16 departs at booth 6,0
1,12:22,Student 37 departs at booth 15,1
1,12:24,Student 53 departs at booth 16,0
1,12:25,Student 32 arrives at booth 20,1
1,12:25,Student 37 departs Art Fair,NA
1,12:25,Student 53 arrives at booth 17,1
1,12:25,Student 86 departs Art Fair,NA
1,12:26,Student 53 departs at booth 17,0
1,12:27,Student 53 arrives at booth 19,1
1,12:27,Student 99 departs at booth 11,0
1,12:27,Student 2 departs at booth 13,0
1,12:27,Student 32 departs at booth 20,0
1,12:28,Student 2 arrives at booth 15,1
1,12:28,Student 16 arrives at booth 17,1
1,12:28,Student 64 departs at booth 1,0
1,12:28,Student 53 departs at booth 19,0
1,12:29,Student 1 arrives Art Fair,NA
1,12:29,Student 32 arrives at booth 15,2
1,12:29,Student 53 departs Art Fair,NA
1,12:29,Student 16 departs at booth 17,0
1,12:30,Student 16 arrives at booth 20,1
1,12:31,Student 1 arrives at booth 4,1
1,12:31,Student 25 arrives Art Fair,NA
1,12:31,Student 99 arrives at booth 20,1
1,12:31,Student 81 departs at booth 14,0
1,12:31,Student 85 departs at booth 15,2
1,12:32,Student 25 arrives at booth 1,1
1,12:32,Student 64 arrives at booth 10,1
1,12:32,Student 16 departs at booth 20,1
1,12:33,Student 16 departs Art Fair,NA
1,12:34,Student 81 arrives at booth 19,1
1,12:34,Student 85 departs Art Fair,NA
1,12:34,Student 1 departs at booth 4,0
1,12:34,Student 64 departs at booth 10,0
1,12:34,Student 99 departs at booth 20,0
1,12:35,Student 64 arrives at booth 11,1
1,12:35,Student 81 departs at booth 19,0
1,12:36,Student 1 arrives at booth 8,1
1,12:36,Student 60 arrives Art Fair,NA
1,12:36,Student 99 arrives at booth 15,2
1,12:37,Student 60 arrives at booth 1,1
1,12:37,Student 81 arrives at booth 15,3
1,12:38,Student 1 departs at booth 8,0
1,12:40,Student 56 arrives Art Fair,NA
1,12:40,Student 2 departs at booth 15,3
1,12:41,Student 56 arrives at booth 2,1
1,12:42,Student 25 departs at booth 1,1
1,12:42,Student 56 departs at booth 2,0
1,12:43,Student 1 arrives at booth 17,1
1,12:43,Student 2 departs Art Fair,NA
1,12:44,Student 1 departs at booth 17,0
1,12:45,Student 1 arrives at booth 20,1
1,12:45,Student 25 arrives at booth 8,1
1,12:45,Student 56 arrives at booth 7,1
1,12:45,Student 64 departs at booth 11,0
1,12:47,Student 56 departs at booth 7,0
1,12:47,Student 25 departs at booth 8,0
1,12:47,Student 1 departs at booth 20,0
1,12:48,Student 1 departs Art Fair,NA
1,12:48,Student 56 arrives at booth 10,1
1,12:48,Student 64 arrives at booth 18,1
1,12:49,Student 32 departs at booth 15,2
1,12:49,Student 64 departs at booth 18,0
1,12:50,Student 56 departs at booth 10,0
1,12:51,Student 64 arrives at booth 14,1
1,12:52,Student 25 arrives at booth 17,1
1,12:52,Student 32 departs Art Fair,NA
1,12:52,Student 72 arrives Art Fair,NA
1,12:52,Student 60 departs at booth 1,0
1,12:53,Student 72 arrives at booth 1,1
1,12:53,Student 25 departs at booth 17,0
1,12:53,Student 25 arrives at booth 18,1
1,12:54,Student 60 arrives at booth 5,1
1,12:54,Student 25 departs at booth 18,0
1,12:55,Student 20 arrives Art Fair,NA
1,12:55,Student 56 departs Art Fair,NA
1,12:55,Student 84 arrives Art Fair,NA
1,12:56,Student 25 departs Art Fair,NA
1,12:56,Student 84 arrives at booth 2,1
1,12:56,Student 60 departs at booth 5,0
1,12:57,Student 84 departs at booth 2,0
1,12:58,Student 20 arrives at booth 5,1
1,12:58,Student 84 arrives at booth 3,1
1,12:58,Student 99 departs at booth 15,1
1,12:59,Student 84 departs at booth 3,0
1,13:00,Student 20 departs at booth 5,0
1,13:01,Student 84 arrives at booth 7,1
1,13:01,Student 99 departs Art Fair,NA
1,13:01,Student 64 departs at booth 14,0
1,13:02,Student 51 arrives Art Fair,NA
1,13:02,Student 76 arrives Art Fair,NA
1,13:02,Student 94 arrives Art Fair,NA
1,13:03,Student 20 arrives at booth 12,1
1,13:03,Student 51 arrives at booth 1,1
1,13:03,Student 60 arrives at booth 20,1
1,13:03,Student 72 departs at booth 1,1
1,13:03,Student 84 departs at booth 7,0
1,13:04,Student 94 arrives at booth 3,1
1,13:05,Student 54 arrives Art Fair,NA
1,13:05,Student 64 departs Art Fair,NA
1,13:05,Student 94 departs at booth 3,0
1,13:05,Student 20 departs at booth 12,0
1,13:05,Student 60 departs at booth 20,0
1,13:06,Student 20 arrives at booth 14,1
1,13:06,Student 26 arrives Art Fair,NA
1,13:06,Student 54 arrives at booth 1,1
1,13:06,Student 60 departs Art Fair,NA
1,13:06,Student 94 arrives at booth 5,1
1,13:07,Student 72 arrives at booth 9,1
1,13:07,Student 76 arrives at booth 9,2
1,13:07,Student 81 departs at booth 15,0
1,13:08,Student 26 arrives at booth 4,1
1,13:08,Student 84 arrives at booth 17,1
1,13:08,Student 94 departs at booth 5,0
1,13:08,Student 72 departs at booth 9,1
1,13:08,Student 72 arrives at booth 10,1
1,13:08,Student 94 arrives at booth 6,1
1,13:09,Student 76 departs at booth 9,0
1,13:09,Student 84 departs at booth 17,0
1,13:10,Student 81 departs Art Fair,NA
1,13:10,Student 72 departs at booth 10,0
1,13:11,Student 72 arrives at booth 11,1
1,13:11,Student 76 arrives at booth 13,1
1,13:11,Student 84 departs Art Fair,NA
1,13:11,Student 26 departs at booth 4,0
1,13:12,Student 94 departs at booth 6,0
1,13:13,Student 94 arrives at booth 7,1
1,13:13,Student 51 departs at booth 1,1
1,13:14,Student 26 arrives at booth 10,1
1,13:14,Student 51 arrives at booth 3,1
1,13:15,Student 51 departs at booth 3,0
1,13:15,Student 94 departs at booth 7,0
1,13:15,Student 94 arrives at booth 8,1
1,13:16,Student 51 arrives at booth 6,1
1,13:16,Student 26 departs at booth 10,0
1,13:16,Student 20 departs at booth 14,0
1,13:17,Student 26 arrives at booth 12,1
1,13:17,Student 94 departs at booth 8,0
1,13:18,Student 17 arrives Art Fair,NA
1,13:18,Student 20 arrives at booth 18,1
1,13:18,Student 76 departs at booth 13,0
1,13:18,Student 76 arrives at booth 14,1
1,13:19,Student 26 departs at booth 12,0
1,13:19,Student 20 departs at booth 18,0
1,13:20,Student 20 arrives at booth 15,1
1,13:20,Student 50 arrives Art Fair,NA
1,13:20,Student 51 departs at booth 6,0
1,13:21,Student 26 arrives at booth 15,1
1,13:21,Student 51 arrives at booth 8,1
1,13:21,Student 72 departs at booth 11,0
1,13:22,Student 72 arrives at booth 13,1
1,13:23,Student 5 arrives Art Fair,NA
1,13:23,Student 94 arrives at booth 19,1
1,13:23,Student 54 departs at booth 1,0
1,13:23,Student 51 departs at booth 8,0
1,13:24,Student 17 arrives at booth 11,1
1,13:24,Student 94 departs at booth 19,0
1,13:25,Student 51 arrives at booth 11,1
1,13:25,Student 54 arrives at booth 5,1
1,13:25,Student 94 departs Art Fair,NA
1,13:26,Student 50 arrives at booth 11,2
1,13:27,Student 54 departs at booth 5,0
1,13:27,Student 54 arrives at booth 6,1
1,13:28,Student 14 arrives Art Fair,NA
1,13:28,Student 76 departs at booth 14,0
1,13:29,Student 14 arrives at booth 2,1
1,13:29,Student 76 arrives at booth 16,1
1,13:29,Student 72 departs at booth 13,0
1,13:29,Student 20 departs at booth 15,1
1,13:30,Student 5 arrives at booth 13,1
1,13:30,Student 72 arrives at booth 16,1
1,13:30,Student 14 departs at booth 2,0
1,13:31,Student 14 arrives at booth 4,1
1,13:31,Student 54 departs at booth 6,0
1,13:31,Student 76 departs at booth 16,1
1,13:32,Student 20 departs Art Fair,NA
1,13:33,Student 54 arrives at booth 9,1
1,13:33,Student 72 departs at booth 16,0
1,13:34,Student 76 departs Art Fair,NA
1,13:34,Student 14 departs at booth 4,0
1,13:34,Student 54 departs at booth 9,0
1,13:34,Student 17 departs at booth 11,2
1,13:35,Student 14 arrives at booth 5,1
1,13:35,Student 54 arrives at booth 12,1
1,13:35,Student 61 arrives Art Fair,NA
1,13:36,Student 4 arrives Art Fair,NA
1,13:36,Student 17 arrives at booth 16,1
1,13:36,Student 61 arrives at booth 2,1
1,13:36,Student 72 departs Art Fair,NA
1,13:37,Student 4 arrives at booth 1,1
1,13:37,Student 61 departs at booth 2,0
1,13:37,Student 14 departs at booth 5,0
1,13:37,Student 54 departs at booth 12,0
1,13:37,Student 5 departs at booth 13,0
1,13:38,Student 54 arrives at booth 13,1
1,13:38,Student 26 departs at booth 15,0
1,13:38,Student 17 departs at booth 16,0
1,13:39,Student 14 arrives at booth 9,1
1,13:39,Student 17 arrives at booth 18,1
1,13:39,Student 26 arrives at booth 13,1
1,13:39,Student 61 arrives at booth 6,1
1,13:40,Student 5 arrives at booth 19,1
1,13:40,Student 14 departs at booth 9,0
1,13:40,Student 17 departs at booth 18,0
1,13:41,Student 17 arrives at booth 20,1
1,13:41,Student 5 departs at booth 19,0
1,13:42,Student 40 arrives Art Fair,NA
1,13:43,Student 5 arrives at booth 15,1
1,13:43,Student 61 departs at booth 6,0
1,13:43,Student 17 departs at booth 20,0
1,13:44,Student 17 departs Art Fair,NA
1,13:44,Student 40 arrives at booth 3,1
1,13:44,Student 61 arrives at booth 7,1
1,13:44,Student 51 departs at booth 11,1
1,13:45,Student 14 departs Art Fair,NA
1,13:45,Student 40 departs at booth 3,0
1,13:45,Student 54 departs at booth 13,1
1,13:46,Student 61 departs at booth 7,0
1,13:47,Student 51 arrives at booth 18,1
1,13:47,Student 4 departs at booth 1,0
1,13:48,Student 4 arrives at booth 3,1
1,13:48,Student 77 arrives Art Fair,NA
1,13:48,Student 51 departs at booth 18,0
1,13:49,Student 54 departs Art Fair,NA
1,13:49,Student 4 departs at booth 3,0
1,13:49,Student 4 arrives at booth 4,1
1,13:50,Student 51 departs Art Fair,NA
1,13:51,Student 40 arrives at booth 16,1
1,13:51,Student 61 arrives at booth 18,1
1,13:52,Student 77 arrives at booth 7,1
1,13:52,Student 4 departs at booth 4,0
1,13:52,Student 26 departs at booth 13,0
1,13:52,Student 5 departs at booth 15,0
1,13:52,Student 61 departs at booth 18,0
1,13:53,Student 26 arrives at booth 11,1
1,13:53,Student 61 arrives at booth 15,1
1,13:53,Student 40 departs at booth 16,0
1,13:54,Student 5 arrives at booth 20,1
1,13:54,Student 40 arrives at booth 17,1
1,13:54,Student 66 arrives Art Fair,NA
1,13:54,Student 77 departs at booth 7,0
1,13:54,Student 50 departs at booth 11,1
1,13:55,Student 50 arrives at booth 14,1
1,13:55,Student 40 departs at booth 17,0
1,13:55,Student 40 arrives at booth 18,1
1,13:56,Student 68 arrives Art Fair,NA
1,13:56,Student 40 departs at booth 18,0
1,13:56,Student 5 departs at booth 20,0
1,13:57,Student 5 departs Art Fair,NA
1,13:57,Student 31 arrives Art Fair,NA
1,13:57,Student 77 arrives at booth 13,1
1,13:58,Student 40 arrives at booth 13,1
1,14:00,Student 4 arrives at booth 20,1
1,14:01,Student 31 arrives at booth 7,1
1,14:01,Student 66 arrives at booth 13,2
1,14:01,Student 68 arrives at booth 9,1
1,14:02,Student 68 departs at booth 9,0
1,14:02,Student 61 departs at booth 15,0
1,14:02,Student 4 departs at booth 20,0
1,14:02,Student 68 arrives at booth 10,1
1,14:03,Student 4 departs Art Fair,NA
1,14:03,Student 62 arrives Art Fair,NA
1,14:03,Student 31 departs at booth 7,0
1,14:04,Student 61 arrives at booth 11,1
1,14:04,Student 68 departs at booth 10,0
1,14:04,Student 26 departs at booth 11,1
1,14:04,Student 77 departs at booth 13,2
1,14:04,Student 77 arrives at booth 14,1
1,14:05,Student 31 arrives at booth 12,1
1,14:05,Student 50 departs at booth 14,1
1,14:06,Student 50 arrives at booth 16,1
1,14:07,Student 62 arrives at booth 7,1
1,14:07,Student 31 departs at booth 12,0
1,14:08,Student 68 arrives at booth 18,1
1,14:08,Student 50 departs at booth 16,0
1,14:09,Student 26 departs Art Fair,NA
1,14:09,Student 31 arrives at booth 16,1
1,14:09,Student 50 arrives at booth 18,1
1,14:09,Student 62 departs at booth 7,0
1,14:09,Student 68 departs at booth 18,1
1,14:10,Student 50 departs at booth 18,0
1,14:11,Student 68 departs Art Fair,NA
1,14:11,Student 40 departs at booth 13,1
1,14:11,Student 31 departs at booth 16,0
1,14:12,Student 40 arrives at booth 11,1
1,14:12,Student 50 departs Art Fair,NA
1,14:13,Student 31 arrives at booth 20,1
1,14:14,Student 62 arrives at booth 17,1
1,14:14,Student 61 departs at booth 11,1
1,14:15,Student 77 departs at booth 14,0
1,14:15,Student 62 departs at booth 17,0
1,14:15,Student 31 departs at booth 20,0
1,14:16,Student 31 departs Art Fair,NA
1,14:16,Student 62 arrives at booth 16,1
1,14:16,Student 77 arrives at booth 15,1
1,14:17,Student 78 arrives Art Fair,NA
1,14:18,Student 66 departs at booth 13,0
1,14:18,Student 62 departs at booth 16,0
1,14:19,Student 61 departs Art Fair,NA
1,14:19,Student 66 arrives at booth 16,1
1,14:19,Student 78 arrives at booth 4,1
1,14:20,Student 36 arrives Art Fair,NA
1,14:21,Student 36 arrives at booth 2,1
1,14:21,Student 62 departs Art Fair,NA
1,14:21,Student 66 departs at booth 16,0
1,14:22,Student 36 departs at booth 2,0
1,14:22,Student 78 departs at booth 4,0
1,14:23,Student 66 arrives at booth 19,1
1,14:23,Student 78 arrives at booth 5,1
1,14:24,Student 34 arrives Art Fair,NA
1,14:24,Student 36 arrives at booth 6,1
1,14:24,Student 40 departs at booth 11,0
1,14:24,Student 66 departs at booth 19,0
1,14:25,Student 78 departs at booth 5,0
1,14:25,Student 77 departs at booth 15,0
1,14:26,Student 34 arrives at booth 3,1
1,14:26,Student 77 arrives at booth 18,1
1,14:27,Student 34 departs at booth 3,0
1,14:27,Student 77 departs at booth 18,0
1,14:28,Student 18 arrives Art Fair,NA
1,14:28,Student 34 arrives at booth 5,1
1,14:28,Student 66 arrives at booth 11,1
1,14:28,Student 77 arrives at booth 19,1
1,14:28,Student 36 departs at booth 6,0
1,14:29,Student 36 arrives at booth 7,1
1,14:29,Student 40 departs Art Fair,NA
1,14:29,Student 77 departs at booth 19,0
1,14:30,Student 18 arrives at booth 4,1
1,14:30,Student 77 departs Art Fair,NA
1,14:30,Student 34 departs at booth 5,0
1,14:31,Student 34 arrives at booth 8,1
1,14:31,Student 78 arrives at booth 17,1
1,14:31,Student 36 departs at booth 7,0
1,14:32,Student 36 arrives at booth 9,1
1,14:32,Student 78 departs at booth 17,0
1,14:33,Student 18 departs at booth 4,0
1,14:33,Student 34 departs at booth 8,0
1,14:33,Student 36 departs at booth 9,0
1,14:33,Student 36 arrives at booth 10,1
1,14:34,Student 18 arrives at booth 5,1
1,14:34,Student 78 departs Art Fair,NA
1,14:35,Student 36 departs at booth 10,0
1,14:36,Student 18 departs at booth 5,0
1,14:37,Student 18 arrives at booth 7,1
1,14:37,Student 23 arrives Art Fair,NA
1,14:38,Student 23 arrives at booth 2,1
1,14:38,Student 34 arrives at booth 17,1
1,14:38,Student 66 departs at booth 11,0
1,14:39,Student 23 departs at booth 2,0
1,14:39,Student 18 departs at booth 7,0
1,14:39,Student 34 departs at booth 17,0
1,14:40,Student 18 arrives at booth 9,1
1,14:40,Student 34 arrives at booth 19,1
1,14:40,Student 36 departs Art Fair,NA
1,14:41,Student 23 arrives at booth 5,1
1,14:41,Student 18 departs at booth 9,0
1,14:41,Student 34 departs at booth 19,0
1,14:42,Student 34 departs Art Fair,NA
1,14:42,Student 66 arrives at booth 20,1
1,14:43,Student 23 departs at booth 5,0
1,14:44,Student 66 departs at booth 20,0
1,14:45,Student 23 arrives at booth 10,1
1,14:45,Student 44 arrives Art Fair,NA
1,14:45,Student 66 departs Art Fair,NA
1,14:46,Student 18 departs Art Fair,NA
1,14:47,Student 23 departs at booth 10,0
1,14:48,Student 44 arrives at booth 5,1
1,14:49,Student 23 arrives at booth 13,1
1,14:50,Student 44 departs at booth 5,0
1,14:51,Student 44 arrives at booth 7,1
1,14:53,Student 44 departs at booth 7,0
1,14:53,Student 44 arrives at booth 8,1
1,14:55,Student 44 departs at booth 8,0
1,14:56,Student 23 departs at booth 13,0
1,14:58,Student 44 arrives at booth 14,1
1,14:59,Student 23 arrives at booth 19,1
1,15:00,Student 23 departs at booth 19,0
1,15:01,Student 23 departs Art Fair,NA
1,15:02,Student 73 arrives Art Fair,NA
1,15:05,Student 73 arrives at booth 6,1
1,15:08,Student 24 arrives Art Fair,NA
1,15:08,Student 44 departs at booth 14,0
1,15:09,Student 24 arrives at booth 1,1
1,15:09,Student 73 departs at booth 6,0
1,15:10,Student 44 arrives at booth 18,1
1,15:10,Student 73 arrives at booth 7,1
1,15:11,Student 8 arrives Art Fair,NA
1,15:11,Student 70 arrives Art Fair,NA
1,15:11,Student 44 departs at booth 18,0
1,15:12,Student 70 arrives at booth 2,1
1,15:12,Student 79 arrives Art Fair,NA
1,15:12,Student 73 departs at booth 7,0
1,15:13,Student 70 departs at booth 2,0
1,15:14,Student 8 arrives at booth 6,1
1,15:14,Student 79 arrives at booth 4,1
1,15:15,Student 44 arrives at booth 10,1
1,15:16,Student 73 arrives at booth 16,1
1,15:17,Student 70 arrives at booth 9,1
1,15:17,Student 79 departs at booth 4,0
1,15:17,Student 44 departs at booth 10,0
1,15:18,Student 79 arrives at booth 5,1
1,15:18,Student 8 departs at booth 6,0
1,15:18,Student 70 departs at booth 9,0
1,15:18,Student 73 departs at booth 16,0
1,15:19,Student 73 arrives at booth 17,1
1,15:19,Student 24 departs at booth 1,0
1,15:20,Student 79 departs at booth 5,0
1,15:20,Student 73 departs at booth 17,0
1,15:21,Student 70 arrives at booth 15,1
1,15:21,Student 73 arrives at booth 20,1
1,15:22,Student 8 arrives at booth 14,1
1,15:22,Student 44 departs Art Fair,NA
1,15:23,Student 24 arrives at booth 10,1
1,15:23,Student 73 departs at booth 20,0
1,15:24,Student 73 departs Art Fair,NA
1,15:25,Student 24 departs at booth 10,0
1,15:26,Student 89 arrives Art Fair,NA
1,15:27,Student 79 arrives at booth 19,1
1,15:28,Student 24 arrives at booth 15,1
1,15:28,Student 89 arrives at booth 4,1
1,15:28,Student 79 departs at booth 19,0
1,15:29,Student 79 departs Art Fair,NA
1,15:30,Student 70 departs at booth 15,1
1,15:30,Student 70 arrives at booth 16,1
1,15:31,Student 89 departs at booth 4,0
1,15:32,Student 12 arrives Art Fair,NA
1,15:32,Student 89 arrives at booth 5,1
1,15:32,Student 8 departs at booth 14,0
1,15:32,Student 70 departs at booth 16,0
1,15:33,Student 8 arrives at booth 16,1
1,15:33,Student 12 arrives at booth 2,1
1,15:34,Student 12 departs at booth 2,0
1,15:34,Student 89 departs at booth 5,0
1,15:35,Student 70 departs Art Fair,NA
1,15:35,Student 8 departs at booth 16,0
1,15:36,Student 8 arrives at booth 18,1
1,15:36,Student 89 arrives at booth 9,1
1,15:36,Student 97 arrives Art Fair,NA
1,15:37,Student 12 arrives at booth 7,1
1,15:37,Student 97 arrives at booth 2,1
1,15:37,Student 89 departs at booth 9,0
1,15:37,Student 8 departs at booth 18,0
1,15:38,Student 75 arrives Art Fair,NA
1,15:38,Student 89 arrives at booth 11,1
1,15:38,Student 91 arrives Art Fair,NA
1,15:38,Student 97 departs at booth 2,0
1,15:39,Student 8 departs Art Fair,NA
1,15:39,Student 75 arrives at booth 1,1
1,15:39,Student 12 departs at booth 7,0
1,15:39,Student 24 departs at booth 15,0
